Agent_ID,Product_Category,Commission_Percentage
Agent_749821,Electronics,8.76
Agent_2075143,Fashion,98.79
Agent_773840,Electronics,35.68
Agent_1017165,Home & Furniture,86.07
Agent_1169357,Home & Furniture,87.96
Agent_1120690,Electronics,87.51
Agent_120954,Auto & Accessories,96.48
Agent_1957335,Auto & Accessories,82.27
Agent_1275673,Electronics,61.91
Agent_1047031,Electronics,76.71
Agent_1809719,Auto & Accessories,80.18
Agent_1031145,Electronics,80.41
Agent_2265337,Fashion,10.26
Agent_2333432,Auto & Accessories,41.46
Agent_2337452,Auto & Accessories,95.21
Agent_1468679,Auto & Accessories,10.08
Agent_1484199,Auto & Accessories,77.98
Agent_2344469,Auto & Accessories,97.64
Agent_371598,Electronics,50.66
Agent_2270465,Home & Furniture,19.44
Agent_1450842,Home & Furniture,65.16
Agent_747726,Fashion,83.98
Agent_1083610,Home & Furniture,77.92
Agent_202611,Fashion,15.39
Agent_1383187,Fashion,2.80
Agent_2176966,Fashion,59.84
Agent_787480,Auto & Accessories,15.69
Agent_1947404,Electronics,29.09
Agent_1320261,Fashion,8.63
Agent_1318606,Fashion,82.91
Agent_1276486,Fashion,1.85
Agent_2061794,Home & Furniture,51.20
Agent_703289,Home & Furniture,37.73
Agent_1430244,Auto & Accessories,45.28
Agent_1498019,Auto & Accessories,68.46
Agent_805274,Home & Furniture,17.79
Agent_2047953,Electronics,68.48
Agent_278868,Fashion,25.02
Agent_585478,Fashion,17.62
Agent_1821266,Electronics,16.70
Agent_1532811,Auto & Accessories,63.14
Agent_1028081,Fashion,5.25
Agent_2279122,Fashion,74.30
Agent_1523784,Auto & Accessories,28.26
Agent_1485990,Auto & Accessories,21.43
Agent_2077620,Auto & Accessories,2.59
Agent_1000900,Fashion,42.10
Agent_592454,Auto & Accessories,52.24
Agent_1814343,Home & Furniture,86.58
Agent_2370418,Home & Furniture,94.92
Agent_61015,Fashion,22.97
Agent_1274609,Home & Furniture,78.47
Agent_124353,Home & Furniture,90.92
Agent_415022,Auto & Accessories,6.21
Agent_980202,Auto & Accessories,63.44
Agent_119379,Electronics,6.41
Agent_2091041,Auto & Accessories,27.38
Agent_444766,Fashion,99.76
Agent_2162159,Electronics,51.66
Agent_769094,Home & Furniture,46.17
Agent_938853,Fashion,46.03
Agent_2008050,Auto & Accessories,80.23
Agent_1163372,Fashion,28.38
Agent_360407,Fashion,65.24
Agent_2192608,Fashion,78.68
Agent_583403,Electronics,35.76
Agent_1738167,Home & Furniture,8.16
Agent_2355132,Electronics,80.06
Agent_1911410,Electronics,35.18
Agent_700257,Fashion,93.67
Agent_2038948,Fashion,64.31
Agent_2304521,Auto & Accessories,74.87
Agent_255188,Electronics,59.71
Agent_781040,Electronics,10.81
Agent_2388558,Auto & Accessories,41.75
Agent_2217904,Fashion,21.58
Agent_459477,Auto & Accessories,97.13
Agent_258548,Auto & Accessories,73.02
Agent_1354252,Fashion,89.87
Agent_714418,Electronics,40.32
Agent_285353,Electronics,31.96
Agent_1643874,Home & Furniture,44.95
Agent_53732,Electronics,15.74
Agent_2388253,Electronics,45.13
Agent_1405842,Fashion,21.85
Agent_2177893,Auto & Accessories,40.16
Agent_426979,Electronics,24.13
Agent_497100,Electronics,38.67
Agent_1189951,Electronics,87.25
Agent_1471735,Home & Furniture,59.95
Agent_1290477,Electronics,29.45
Agent_385701,Fashion,50.57
Agent_2285817,Fashion,30.48
Agent_922647,Electronics,15.78
Agent_285039,Fashion,14.97
Agent_1510697,Electronics,2.56
Agent_1762693,Auto & Accessories,8.96
Agent_1582889,Electronics,28.45
Agent_1887125,Home & Furniture,14.83
Agent_1474509,Electronics,75.01
Agent_1451727,Electronics,24.55
Agent_729346,Electronics,80.27
Agent_762470,Fashion,91.38
Agent_1395120,Auto & Accessories,49.83
Agent_1391167,Fashion,55.88
Agent_962554,Fashion,17.50
Agent_2050766,Home & Furniture,67.90
Agent_1036266,Auto & Accessories,5.67
Agent_1487265,Fashion,44.63
Agent_242251,Fashion,3.36
Agent_1445811,Fashion,50.17
Agent_1625297,Electronics,42.04
Agent_1583018,Home & Furniture,67.20
Agent_1478805,Auto & Accessories,7.24
Agent_171661,Auto & Accessories,88.53
Agent_1047058,Electronics,25.03
Agent_1998813,Auto & Accessories,64.77
Agent_1515559,Home & Furniture,58.10
Agent_2046416,Fashion,61.20
Agent_618623,Home & Furniture,7.58
Agent_720158,Auto & Accessories,31.36
Agent_1477358,Home & Furniture,98.59
Agent_243687,Fashion,29.69
Agent_2006052,Fashion,79.38
Agent_2399812,Auto & Accessories,44.20
Agent_147288,Electronics,81.86
Agent_643376,Fashion,97.99
Agent_17774,Home & Furniture,32.24
Agent_1686309,Fashion,18.96
Agent_1801180,Fashion,34.22
Agent_1596004,Home & Furniture,94.17
Agent_1026971,Home & Furniture,34.34
Agent_2404115,Home & Furniture,13.41
Agent_1019954,Auto & Accessories,33.04
Agent_1064399,Electronics,28.76
Agent_1890894,Home & Furniture,14.64
Agent_1439839,Electronics,54.60
Agent_687225,Home & Furniture,96.90
Agent_1649253,Auto & Accessories,78.77
Agent_1372318,Home & Furniture,86.88
Agent_2160081,Auto & Accessories,23.76
Agent_2289992,Auto & Accessories,66.84
Agent_1557828,Fashion,54.15
Agent_1017033,Fashion,45.65
Agent_457156,Auto & Accessories,36.70
Agent_2036849,Auto & Accessories,57.74
Agent_1810812,Electronics,8.78
Agent_1213956,Home & Furniture,22.46
Agent_1733462,Auto & Accessories,82.53
Agent_620264,Auto & Accessories,86.92
Agent_2301362,Fashion,19.37
Agent_634736,Auto & Accessories,24.62
Agent_1809064,Home & Furniture,71.45
Agent_384701,Fashion,67.76
Agent_1945136,Home & Furniture,68.01
Agent_407580,Home & Furniture,50.10
Agent_890136,Auto & Accessories,2.94
Agent_346936,Fashion,80.36
Agent_1008722,Auto & Accessories,66.12
Agent_2244447,Home & Furniture,62.07
Agent_1699600,Home & Furniture,34.49
Agent_483268,Home & Furniture,80.18
Agent_2014180,Electronics,15.96
Agent_910345,Auto & Accessories,16.31
Agent_351551,Home & Furniture,99.01
Agent_2136994,Auto & Accessories,74.61
Agent_326309,Auto & Accessories,44.59
Agent_2285692,Home & Furniture,25.50
Agent_1104512,Auto & Accessories,52.60
Agent_1712617,Auto & Accessories,40.02
Agent_1729651,Fashion,34.42
Agent_1021888,Electronics,55.18
Agent_734010,Electronics,44.42
Agent_251390,Electronics,46.63
Agent_1079776,Electronics,96.75
Agent_1992401,Auto & Accessories,19.15
Agent_1219996,Auto & Accessories,78.08
Agent_309106,Fashion,29.82
Agent_302785,Home & Furniture,11.27
Agent_1094721,Auto & Accessories,49.44
Agent_2008262,Electronics,97.22
Agent_599489,Auto & Accessories,56.42
Agent_981574,Electronics,7.37
Agent_1451611,Auto & Accessories,3.21
Agent_1104924,Home & Furniture,57.04
Agent_1226953,Auto & Accessories,57.53
Agent_725117,Fashion,18.38
Agent_671664,Home & Furniture,37.91
Agent_69590,Electronics,38.53
Agent_748855,Home & Furniture,53.24
Agent_1559249,Electronics,87.80
Agent_311706,Home & Furniture,22.18
Agent_1656565,Fashion,73.46
Agent_796296,Fashion,82.55
Agent_2351098,Auto & Accessories,26.35
Agent_605313,Electronics,43.58
Agent_486435,Home & Furniture,97.00
Agent_2176263,Electronics,96.35
Agent_1614721,Auto & Accessories,1.02
Agent_2218483,Fashion,19.96
Agent_2382239,Electronics,81.89
Agent_654216,Home & Furniture,45.80
Agent_93468,Home & Furniture,69.55
Agent_2106718,Electronics,35.15
Agent_2032424,Auto & Accessories,79.36
Agent_852113,Fashion,18.69
Agent_2029014,Auto & Accessories,96.38
Agent_335278,Auto & Accessories,39.89
Agent_1409562,Auto & Accessories,43.05
Agent_1990301,Home & Furniture,90.53
Agent_855024,Electronics,54.46
Agent_1368851,Home & Furniture,86.29
Agent_152439,Auto & Accessories,86.33
Agent_1402804,Auto & Accessories,43.71
Agent_756238,Auto & Accessories,17.30
Agent_144982,Home & Furniture,90.96
Agent_1695610,Fashion,75.64
Agent_1724372,Fashion,25.35
Agent_17369,Auto & Accessories,64.67
Agent_211245,Fashion,36.84
Agent_1751070,Home & Furniture,74.78
Agent_1535256,Fashion,46.35
Agent_377935,Home & Furniture,55.79
Agent_2088220,Auto & Accessories,68.18
Agent_553109,Home & Furniture,83.79
Agent_734862,Electronics,92.08
Agent_2117837,Fashion,48.91
Agent_2262808,Electronics,59.17
Agent_1634595,Fashion,21.53
Agent_327877,Fashion,89.05
Agent_1498855,Electronics,57.72
Agent_79728,Electronics,44.32
Agent_2263592,Home & Furniture,89.45
Agent_996137,Fashion,16.40
Agent_907818,Fashion,17.92
Agent_1399817,Home & Furniture,96.56
Agent_254386,Electronics,98.31
Agent_2378578,Auto & Accessories,84.66
Agent_617328,Electronics,98.82
Agent_1294582,Fashion,96.40
Agent_2085542,Fashion,60.32
Agent_1844888,Auto & Accessories,16.75
Agent_1846104,Electronics,29.22
Agent_520672,Auto & Accessories,56.42
Agent_1087708,Home & Furniture,32.56
Agent_2270272,Auto & Accessories,65.19
Agent_1179897,Fashion,66.67
Agent_1792150,Home & Furniture,80.98
Agent_2064400,Auto & Accessories,87.07
Agent_882143,Fashion,60.98
Agent_1973771,Home & Furniture,72.75
Agent_1776425,Auto & Accessories,70.43
Agent_882144,Home & Furniture,73.06
Agent_1342626,Fashion,95.82
Agent_1132087,Home & Furniture,23.85
Agent_714360,Auto & Accessories,19.60
Agent_237179,Home & Furniture,16.38
Agent_1898541,Auto & Accessories,39.45
Agent_321118,Electronics,30.74
Agent_2220742,Fashion,91.59
Agent_693203,Auto & Accessories,10.18
Agent_1357298,Home & Furniture,62.69
Agent_62166,Home & Furniture,31.86
Agent_638024,Home & Furniture,62.65
Agent_850864,Electronics,14.96
Agent_1062001,Electronics,42.89
Agent_1746645,Home & Furniture,24.00
Agent_1142118,Home & Furniture,69.69
Agent_1115719,Fashion,59.50
Agent_130953,Fashion,14.53
Agent_933886,Auto & Accessories,52.98
Agent_2229578,Home & Furniture,90.70
Agent_752690,Fashion,39.05
Agent_1010822,Electronics,64.23
Agent_415912,Auto & Accessories,86.96
Agent_1477169,Electronics,69.93
Agent_1906651,Fashion,37.95
Agent_2308195,Home & Furniture,11.00
Agent_1583177,Fashion,78.67
Agent_1919782,Home & Furniture,24.27
Agent_330979,Fashion,46.07
Agent_425430,Auto & Accessories,29.68
Agent_2123432,Electronics,42.77
Agent_1712534,Fashion,42.99
Agent_585691,Home & Furniture,64.70
Agent_742246,Home & Furniture,14.69
Agent_64163,Auto & Accessories,70.65
Agent_1997700,Electronics,78.52
Agent_128572,Auto & Accessories,59.56
Agent_168254,Fashion,80.95
Agent_1200319,Home & Furniture,64.18
Agent_276133,Auto & Accessories,99.56
Agent_528923,Home & Furniture,66.62
Agent_1844855,Fashion,4.42
Agent_2036251,Home & Furniture,19.71
Agent_2380961,Fashion,34.38
Agent_1259777,Electronics,50.04
Agent_1441238,Fashion,92.63
Agent_1463794,Fashion,45.44
Agent_1718497,Fashion,19.11
Agent_1343148,Electronics,90.41
Agent_2166392,Home & Furniture,74.89
Agent_1447206,Auto & Accessories,80.31
Agent_55401,Home & Furniture,11.66
Agent_474454,Fashion,58.36
Agent_1038843,Electronics,18.53
Agent_1091059,Electronics,18.31
Agent_2277808,Electronics,40.08
Agent_743451,Auto & Accessories,58.22
Agent_403783,Electronics,21.62
Agent_474827,Electronics,32.00
Agent_1830755,Fashion,78.05
Agent_1361070,Electronics,65.25
Agent_1073368,Home & Furniture,49.52
Agent_2153090,Auto & Accessories,10.34
Agent_910351,Home & Furniture,15.12
Agent_436244,Home & Furniture,58.69
Agent_627263,Home & Furniture,10.69
Agent_118135,Electronics,58.65
Agent_1756036,Auto & Accessories,94.62
Agent_1532363,Home & Furniture,32.01
Agent_675795,Fashion,48.42
Agent_1151241,Fashion,29.59
Agent_918361,Home & Furniture,33.20
Agent_937761,Electronics,3.04
Agent_189184,Fashion,76.90
Agent_184051,Fashion,68.45
Agent_251337,Auto & Accessories,79.42
Agent_315597,Auto & Accessories,30.48
Agent_1521510,Electronics,83.69
Agent_359420,Fashion,86.68
Agent_1787972,Electronics,74.12
Agent_548,Home & Furniture,95.66
Agent_1365050,Auto & Accessories,18.27
Agent_1993020,Home & Furniture,23.23
Agent_613216,Auto & Accessories,29.74
Agent_1223926,Auto & Accessories,33.11
Agent_795557,Home & Furniture,23.58
Agent_235105,Fashion,24.34
Agent_1491901,Electronics,61.03
Agent_2326061,Home & Furniture,98.35
Agent_246510,Home & Furniture,81.10
Agent_55482,Home & Furniture,70.22
Agent_1938152,Auto & Accessories,26.95
Agent_1688119,Fashion,16.44
Agent_1965445,Electronics,77.21
Agent_2222784,Auto & Accessories,82.48
Agent_2194822,Electronics,32.77
Agent_1916051,Home & Furniture,39.49
Agent_980957,Home & Furniture,25.56
Agent_1545753,Fashion,93.45
Agent_2252132,Fashion,79.86
Agent_1744979,Electronics,56.00
Agent_1256113,Auto & Accessories,45.28
Agent_1167099,Electronics,75.88
Agent_814914,Auto & Accessories,36.24
Agent_976986,Fashion,35.12
Agent_433991,Electronics,99.06
Agent_795111,Fashion,13.27
Agent_305263,Auto & Accessories,11.96
Agent_2153873,Home & Furniture,6.94
Agent_1328084,Electronics,59.11
Agent_1037935,Auto & Accessories,1.21
Agent_2233929,Fashion,92.18
Agent_1533016,Home & Furniture,79.25
Agent_560948,Fashion,77.19
Agent_341306,Home & Furniture,25.16
Agent_2102003,Home & Furniture,59.72
Agent_1801470,Home & Furniture,92.99
Agent_172774,Auto & Accessories,1.95
Agent_1759756,Home & Furniture,42.77
Agent_1050377,Electronics,14.05
Agent_2281159,Auto & Accessories,99.42
Agent_1356610,Auto & Accessories,36.73
Agent_1923028,Auto & Accessories,41.56
Agent_547927,Fashion,52.89
Agent_1786149,Home & Furniture,71.40
Agent_241268,Auto & Accessories,29.52
Agent_158410,Fashion,68.14
Agent_2011872,Home & Furniture,5.94
Agent_1795,Home & Furniture,89.31
Agent_1045863,Home & Furniture,84.26
Agent_1414493,Fashion,75.72
Agent_164544,Home & Furniture,37.45
Agent_1914994,Auto & Accessories,59.26
Agent_2022088,Fashion,74.39
Agent_623485,Fashion,93.13
Agent_914213,Fashion,84.94
Agent_226916,Auto & Accessories,89.60
Agent_2239887,Electronics,35.65
Agent_1141076,Electronics,79.48
Agent_2021293,Fashion,52.12
Agent_260526,Fashion,22.78
Agent_1897428,Home & Furniture,80.34
Agent_1217412,Home & Furniture,95.42
Agent_186382,Fashion,43.37
Agent_424109,Home & Furniture,25.53
Agent_1765308,Electronics,37.02
Agent_736432,Home & Furniture,55.89
Agent_410717,Home & Furniture,33.13
Agent_1521715,Auto & Accessories,99.38
Agent_2149479,Home & Furniture,36.30
Agent_1754662,Fashion,90.94
Agent_50062,Fashion,64.43
Agent_1368834,Home & Furniture,27.14
Agent_2334189,Electronics,49.04
Agent_300419,Auto & Accessories,64.37
Agent_1019455,Home & Furniture,26.58
Agent_910598,Electronics,9.20
Agent_1156628,Fashion,58.53
Agent_1810894,Electronics,80.92
Agent_2132182,Electronics,72.15
Agent_1027357,Auto & Accessories,33.20
Agent_928014,Electronics,61.06
Agent_1044096,Home & Furniture,72.93
Agent_1005714,Fashion,67.36
Agent_1654711,Fashion,35.17
Agent_26239,Auto & Accessories,61.46
Agent_1066596,Auto & Accessories,25.56
Agent_1965300,Electronics,32.43
Agent_2367755,Fashion,4.35
Agent_335663,Electronics,25.41
Agent_2322455,Fashion,14.55
Agent_1714685,Home & Furniture,41.04
Agent_1076344,Electronics,27.37
Agent_495028,Fashion,41.51
Agent_1128930,Home & Furniture,50.81
Agent_1845745,Fashion,91.20
Agent_1259433,Auto & Accessories,70.01
Agent_1297060,Home & Furniture,4.18
Agent_1246135,Auto & Accessories,97.31
Agent_550529,Home & Furniture,56.37
Agent_704746,Auto & Accessories,33.44
Agent_1871286,Auto & Accessories,59.79
Agent_848902,Home & Furniture,53.70
Agent_763317,Fashion,49.49
Agent_2011575,Electronics,23.65
Agent_1216483,Fashion,99.42
Agent_2203375,Home & Furniture,75.54
Agent_1328517,Auto & Accessories,30.89
Agent_970085,Fashion,45.41
Agent_2295600,Auto & Accessories,57.70
Agent_752445,Electronics,70.94
Agent_629831,Electronics,42.50
Agent_2284968,Electronics,21.42
Agent_1977750,Fashion,29.66
Agent_1713767,Fashion,22.38
Agent_2333008,Electronics,70.98
Agent_295702,Auto & Accessories,93.59
Agent_1603785,Home & Furniture,99.33
Agent_1212095,Home & Furniture,94.09
Agent_2271557,Home & Furniture,50.88
Agent_2110146,Home & Furniture,83.67
Agent_548668,Fashion,77.62
Agent_2389640,Fashion,49.99
Agent_739378,Auto & Accessories,66.67
Agent_1636193,Home & Furniture,44.81
Agent_2395759,Auto & Accessories,92.91
Agent_861973,Auto & Accessories,23.02
Agent_471597,Auto & Accessories,87.59
Agent_1891440,Electronics,48.15
Agent_146101,Home & Furniture,36.01
Agent_1432303,Home & Furniture,64.49
Agent_1529061,Electronics,11.80
Agent_911402,Auto & Accessories,55.79
Agent_2289463,Fashion,56.43
Agent_1514983,Home & Furniture,43.24
Agent_1235809,Home & Furniture,35.22
Agent_1941984,Fashion,43.44
Agent_977792,Home & Furniture,54.79
Agent_1464620,Home & Furniture,83.07
Agent_1005771,Home & Furniture,9.08
Agent_2211283,Auto & Accessories,12.04
Agent_1738677,Auto & Accessories,78.72
Agent_440109,Auto & Accessories,82.67
Agent_1216937,Auto & Accessories,49.29
Agent_270426,Home & Furniture,42.57
Agent_1427712,Auto & Accessories,13.14
Agent_640304,Fashion,84.05
Agent_1908632,Fashion,3.11
Agent_521571,Auto & Accessories,64.43
Agent_1667547,Electronics,82.58
Agent_1791687,Electronics,40.96
Agent_223592,Home & Furniture,72.05
Agent_717402,Home & Furniture,33.81
Agent_1548052,Auto & Accessories,61.24
Agent_448503,Auto & Accessories,67.40
Agent_2223809,Electronics,85.63
Agent_637701,Fashion,97.77
Agent_1976815,Fashion,55.07
Agent_764893,Fashion,23.07
Agent_531621,Home & Furniture,26.57
Agent_664007,Auto & Accessories,90.03
Agent_1951790,Fashion,8.34
Agent_419657,Home & Furniture,40.16
Agent_633596,Electronics,98.06
Agent_1419853,Fashion,38.38
Agent_1910769,Home & Furniture,20.98
Agent_329909,Home & Furniture,47.12
Agent_188496,Home & Furniture,48.48
Agent_1935778,Auto & Accessories,32.21
Agent_1591431,Auto & Accessories,83.16
Agent_906974,Auto & Accessories,80.01
Agent_1284571,Auto & Accessories,16.55
Agent_2373111,Fashion,23.40
Agent_1894819,Home & Furniture,34.65
Agent_1055935,Auto & Accessories,24.85
Agent_714264,Fashion,78.00
Agent_186295,Electronics,70.69
Agent_509913,Electronics,21.98
Agent_1035006,Home & Furniture,98.54
Agent_230229,Home & Furniture,59.63
Agent_2401610,Auto & Accessories,65.30
Agent_1592765,Auto & Accessories,86.78
Agent_580695,Home & Furniture,75.54
Agent_1394744,Fashion,88.90
Agent_1546601,Electronics,75.60
Agent_398639,Electronics,8.61
Agent_1227183,Fashion,60.65
Agent_843475,Auto & Accessories,98.98
Agent_1312951,Auto & Accessories,23.13
Agent_1099227,Home & Furniture,4.09
Agent_321003,Electronics,64.54
Agent_1567668,Auto & Accessories,79.65
Agent_1735162,Fashion,46.23
Agent_651782,Home & Furniture,34.44
Agent_887201,Home & Furniture,81.02
Agent_1700952,Auto & Accessories,42.72
Agent_444526,Electronics,4.59
Agent_1142939,Electronics,62.67
Agent_439609,Auto & Accessories,1.97
Agent_1019880,Home & Furniture,11.24
Agent_1004781,Fashion,52.09
Agent_280754,Electronics,37.24
Agent_58053,Auto & Accessories,14.86
Agent_1263347,Home & Furniture,22.61
Agent_1074747,Home & Furniture,84.25
Agent_1499233,Electronics,94.66
Agent_1833228,Auto & Accessories,3.90
Agent_201376,Auto & Accessories,70.39
Agent_1757940,Home & Furniture,28.43
Agent_2382150,Electronics,86.82
Agent_246531,Auto & Accessories,48.53
Agent_1444177,Auto & Accessories,48.81
Agent_559343,Electronics,72.21
Agent_1733019,Home & Furniture,96.67
Agent_2154541,Auto & Accessories,20.60
Agent_1077498,Home & Furniture,46.89
Agent_1438142,Fashion,64.07
Agent_251227,Auto & Accessories,14.58
Agent_1069644,Home & Furniture,22.89
Agent_2233068,Home & Furniture,71.25
Agent_805841,Home & Furniture,42.37
Agent_2289621,Home & Furniture,12.49
Agent_1540720,Electronics,36.75
Agent_1725084,Fashion,56.49
Agent_974909,Fashion,4.25
Agent_2010335,Electronics,56.32
Agent_63203,Home & Furniture,6.96
Agent_1716935,Home & Furniture,85.75
Agent_1412499,Auto & Accessories,94.22
Agent_1705148,Home & Furniture,66.24
Agent_1320733,Fashion,26.92
Agent_2149056,Electronics,4.45
Agent_1789159,Electronics,48.24
Agent_1591432,Fashion,98.44
Agent_1265099,Fashion,71.66
Agent_1210271,Fashion,25.29
Agent_524720,Fashion,7.97
Agent_1188853,Auto & Accessories,20.50
Agent_2178245,Electronics,99.27
Agent_255282,Electronics,78.07
Agent_1411587,Electronics,95.75
Agent_1393351,Electronics,25.13
Agent_1428099,Home & Furniture,41.35
Agent_1642158,Electronics,18.87
Agent_131554,Fashion,40.08
Agent_714886,Electronics,9.25
